Keyword;Class;EID;Year;Highly Cited;North Africa;OA;Journal Article
technique;Other;2-s2.0-85049109082;2019;True;True;False;True
technique;Other;2-s2.0-85014363751;2017;True;False;True;True
medical diagnosis;Biomedicine;2-s2.0-84983049809;2016;True;False;True;True
technique;Other;2-s2.0-85033683784;2017;True;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85033683784;2017;True;True;False;True
epidemiology;Biomedicine;2-s2.0-85033683784;2017;True;True;False;True
machine learning;STEM;2-s2.0-84985996158;2016;True;False;True;True
epidemiology;Biomedicine;2-s2.0-84927660254;2014;True;False;True;True
artificial neural network;STEM;2-s2.0-85030761580;2017;True;True;True;True
technique;Other;2-s2.0-85030761580;2017;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-84894251319;2014;True;True;True;True
genetics;Biomedicine;2-s2.0-84894251319;2014;True;True;True;True
artificial neural network;STEM;2-s2.0-84894251319;2014;True;True;True;True
technique;Other;2-s2.0-85070536828;2019;True;True;False;True
technique;Other;2-s2.0-85070743290;2019;True;False;True;True
technique;Other;2-s2.0-85042658991;2018;True;True;False;True
artificial neural network;STEM;2-s2.0-85042658991;2018;True;True;False;True
technique;Other;2-s2.0-85019830558;2017;True;True;False;True
technique;Other;2-s2.0-85076471868;2019;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85068112890;2019;True;False;True;True
technique;Other;2-s2.0-85062195404;2019;True;False;True;True
epidemiology;Biomedicine;2-s2.0-85062195404;2019;True;False;True;True
technique;Other;2-s2.0-85053664178;2018;True;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85072969128;2019;True;False;True;True
technique;Other;2-s2.0-85072969128;2019;True;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85074571423;2019;True;False;False;False
medical diagnosis;Biomedicine;2-s2.0-85073034928;2019;True;False;True;False
technique;Other;2-s2.0-85073034928;2019;True;False;True;False
technique;Other;2-s2.0-85051670704;2018;True;True;False;True
technique;Other;2-s2.0-85047449643;2018;True;True;True;True
technique;Other;2-s2.0-85050932398;2018;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85050932398;2018;True;True;True;True
artificial neural network;STEM;2-s2.0-85050932398;2018;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85026789767;2017;True;True;True;True
artificial neural network;STEM;2-s2.0-85026789767;2017;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-84994877198;2016;True;False;True;True
technique;Other;2-s2.0-85071693084;2019;True;True;True;True
technique;Other;2-s2.0-85068863791;2019;True;False;True;False
artificial neural network;STEM;2-s2.0-85030863640;2018;True;False;True;True
artificial neural network;STEM;2-s2.0-85028379201;2017;True;True;False;True
technique;Other;2-s2.0-84959894182;2016;True;False;True;True
technique;Other;2-s2.0-84938986689;2015;True;False;True;True
technique;Other;2-s2.0-85065194700;2019;True;True;False;True
technique;Other;2-s2.0-85071620542;2019;True;True;True;True
epidemiology;Biomedicine;2-s2.0-85066633051;2019;True;False;True;True
technique;Other;2-s2.0-85039038993;2017;True;False;True;True
technique;Other;2-s2.0-85026795132;2017;True;True;False;True
technique;Other;2-s2.0-85027531779;2017;True;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85027531779;2017;True;True;False;True
epidemiology;Biomedicine;2-s2.0-85070471706;2019;False;False;True;True
epidemiology;Biomedicine;2-s2.0-85053545397;2018;False;False;True;True
epidemiology;Biomedicine;2-s2.0-85030695716;2017;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85030695716;2017;False;False;True;True
technique;Other;2-s2.0-85030695716;2017;False;False;True;True
technique;Other;2-s2.0-85019974009;2017;False;True;True;True
epidemiology;Biomedicine;2-s2.0-85073582629;2019;False;False;False;True
technique;Other;2-s2.0-85073582629;2019;False;False;False;True
medical diagnosis;Biomedicine;2-s2.0-85069454033;2019;False;False;True;False
epidemiology;Biomedicine;2-s2.0-85040711643;2018;False;False;True;True
genetics;Biomedicine;2-s2.0-84988447800;2016;False;False;True;False
technique;Other;2-s2.0-84988447800;2016;False;False;True;False
machine learning;STEM;2-s2.0-84988447800;2016;False;False;True;False
technique;Other;2-s2.0-19144366489;2005;False;False;False;True
technique;Other;2-s2.0-85070892031;2019;False;True;True;True
epidemiology;Biomedicine;2-s2.0-85070887429;2019;False;False;True;True
technique;Other;2-s2.0-84953292150;2015;False;True;False;False
medical imaging;Biomedicine;2-s2.0-84953292150;2015;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-84870935899;2012;False;True;False;False
technique;Other;2-s2.0-84870935899;2012;False;True;False;False
technique;Other;2-s2.0-80052604865;2011;False;False;True;True
epidemiology;Biomedicine;2-s2.0-80052604865;2011;False;False;True;True
technique;Other;2-s2.0-85055596678;2018;False;False;True;False
technique;Other;2-s2.0-84943383057;2015;False;True;False;True
technique;Other;2-s2.0-85074681889;2019;False;False;True;True
epidemiology;Biomedicine;2-s2.0-85072218798;2019;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85048245704;2018;False;True;False;True
epidemiology;Biomedicine;2-s2.0-85069651941;2019;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85029411478;2017;False;True;False;True
technique;Other;2-s2.0-85021857949;2017;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85021857949;2017;False;False;True;True
technique;Other;2-s2.0-85066779985;2019;False;False;True;True
technique;Other;2-s2.0-85073156224;2019;False;False;True;True
technique;Other;2-s2.0-85056652939;2018;False;True;False;False
technique;Other;2-s2.0-84963516028;2016;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85061937292;2019;False;False;False;True
epidemiology;Biomedicine;2-s2.0-85061937292;2019;False;False;False;True
epidemiology;Biomedicine;2-s2.0-85032922866;2017;False;False;True;True
technique;Other;2-s2.0-85012225994;2017;False;True;False;False
algorithm;STEM;2-s2.0-84907111954;1993;False;True;False;True
artificial intelligence;STEM;2-s2.0-84907111954;1993;False;True;False;True
technique;Other;2-s2.0-85076358358;2019;False;False;True;True
technique;Other;2-s2.0-84888194239;2014;False;True;False;True
classification;STEM;2-s2.0-85085730116;2020;True;True;True;True
prediction;STEM;2-s2.0-85091808895;2020;True;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85076733939;2020;True;True;False;True
prediction;STEM;2-s2.0-85097746578;2020;True;False;True;True
machine learning;STEM;2-s2.0-85089343041;2020;True;False;True;True
classification;STEM;2-s2.0-85089507299;2020;True;True;False;True
prediction;STEM;2-s2.0-85078844151;2020;True;False;False;True
classification;STEM;2-s2.0-85106299573;2020;True;True;True;True
machine learning;STEM;2-s2.0-85087967317;2020;True;True;False;False
classification;STEM;2-s2.0-85105698875;2020;True;True;True;True
prediction;STEM;2-s2.0-85087750131;2020;True;True;True;False
prediction;STEM;2-s2.0-85090025667;2020;True;True;True;True
prediction;STEM;2-s2.0-85092798039;2020;True;True;True;True
deep learning;STEM;2-s2.0-85094117117;2020;True;False;True;True
machine learning;STEM;2-s2.0-85090287012;2020;True;True;False;False
classification;STEM;2-s2.0-85055448779;2020;True;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85089814880;2020;False;True;False;True
algorithm;STEM;2-s2.0-85086905717;2020;False;False;True;True
classification;STEM;2-s2.0-85089359130;2020;False;True;False;True
machine learning;STEM;2-s2.0-85088961150;2020;False;True;True;True
deep learning;STEM;2-s2.0-85105162165;2020;False;True;True;True
classification;STEM;2-s2.0-85098081173;2020;False;True;True;True
classification;STEM;2-s2.0-85099070550;2020;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85082621768;2020;False;True;True;True
algorithm;STEM;2-s2.0-85064045093;2020;False;True;False;False
prediction;STEM;2-s2.0-85096626788;2020;False;True;False;False
prediction;STEM;2-s2.0-85123040657;2020;False;True;False;False
classification;STEM;2-s2.0-85089491588;2020;False;False;True;True
prediction;STEM;2-s2.0-85099472207;2020;False;True;True;True
machine learning;STEM;2-s2.0-85082992216;2020;False;True;False;False
machine learning;STEM;2-s2.0-85091516574;2020;False;False;True;False
machine learning;STEM;2-s2.0-85124249277;2020;False;False;False;False
machine learning;STEM;2-s2.0-85093821240;2020;False;True;False;True
machine learning;STEM;2-s2.0-85064061600;2020;False;True;False;False
classification;STEM;2-s2.0-85100124788;2020;False;True;True;False
medical diagnosis;Biomedicine;2-s2.0-85092891003;2020;False;True;True;True
algorithm;STEM;2-s2.0-85087396158;2020;False;False;True;True
machine learning;STEM;2-s2.0-85117541042;2020;False;True;False;False
machine learning;STEM;2-s2.0-85084948510;2020;False;False;False;False
machine learning;STEM;2-s2.0-85085473168;2020;False;True;False;False
machine learning;STEM;2-s2.0-85091678490;2020;False;True;False;True
classification;STEM;2-s2.0-85103405528;2020;False;True;False;True
machine learning;STEM;2-s2.0-85103405528;2020;False;True;False;True
prediction;STEM;2-s2.0-85103323355;2020;False;False;True;True
deep learning;STEM;2-s2.0-85091889792;2020;False;True;False;True
classification;STEM;2-s2.0-85087416387;2020;False;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85087069058;2020;False;True;True;True
artificial intelligence;STEM;2-s2.0-85106901651;2020;False;True;True;False
machine learning;STEM;2-s2.0-85103471551;2020;False;True;False;False
prediction;STEM;2-s2.0-85097956811;2020;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-85087456339;2020;False;True;False;True
algorithm;STEM;2-s2.0-85117538961;2020;False;True;False;False
prediction;STEM;2-s2.0-85103805742;2020;False;False;True;True
prediction;STEM;2-s2.0-85083279156;2020;False;False;False;True
prediction;STEM;2-s2.0-85100088778;2020;False;True;False;False
prediction;STEM;2-s2.0-85095135031;2020;False;False;True;True
deep learning;STEM;2-s2.0-85092662738;2020;False;True;False;True
algorithm;STEM;2-s2.0-85097285450;2020;False;False;False;True
machine learning;STEM;2-s2.0-85093696888;2020;False;True;True;True
prediction;STEM;2-s2.0-85092451509;2020;False;True;True;True
machine learning;STEM;2-s2.0-85090888141;2020;False;False;False;False
machine learning;STEM;2-s2.0-85089715775;2020;False;False;False;False
deep learning;STEM;2-s2.0-85069479087;2020;False;True;False;False
machine learning;STEM;2-s2.0-85068770699;2020;False;True;False;False
convolutional neural network;STEM;2-s2.0-85062923366;2020;False;False;True;False
prediction;STEM;2-s2.0-85131830822;2021;True;False;True;True
classification;STEM;2-s2.0-85105860894;2021;True;True;True;True
artificial intelligence;STEM;2-s2.0-85105546525;2021;True;True;True;True
artificial intelligence;STEM;2-s2.0-85115446815;2021;True;False;False;True
machine learning;STEM;2-s2.0-85109778575;2021;True;True;True;False
classification;STEM;2-s2.0-85120658576;2021;True;True;True;True
prediction;STEM;2-s2.0-85094950439;2021;True;True;True;True
classification;STEM;2-s2.0-85102413126;2021;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85116641175;2021;True;False;True;True
classification;STEM;2-s2.0-85107390030;2021;True;False;True;True
machine learning;STEM;2-s2.0-85115772058;2021;True;False;True;True
algorithm;STEM;2-s2.0-85111895629;2021;True;False;False;False
classification;STEM;2-s2.0-85111563148;2021;True;False;True;True
algorithm;STEM;2-s2.0-85099101077;2021;False;True;False;True
classification;STEM;2-s2.0-85104637388;2021;False;True;True;False
machine learning;STEM;2-s2.0-85108095036;2021;False;True;False;True
classification;STEM;2-s2.0-85103475543;2021;False;True;True;True
prediction;STEM;2-s2.0-85103475543;2021;False;True;True;True
deep learning;STEM;2-s2.0-85100235840;2021;False;False;True;True
artificial intelligence;STEM;2-s2.0-85132927033;2021;False;True;False;False
prediction;STEM;2-s2.0-85102771513;2021;False;False;False;False
classification;STEM;2-s2.0-85120639689;2021;False;True;True;True
deep learning;STEM;2-s2.0-85120639689;2021;False;True;True;True
machine learning;STEM;2-s2.0-85122806219;2021;False;False;True;True
prediction;STEM;2-s2.0-85110898464;2021;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85107643348;2021;False;False;True;True
deep learning;STEM;2-s2.0-85109428694;2021;False;True;True;True
machine learning;STEM;2-s2.0-85102497917;2021;False;True;True;True
classification;STEM;2-s2.0-85108090005;2021;False;True;True;True
algorithm;STEM;2-s2.0-85102449207;2021;False;True;True;True
machine learning;STEM;2-s2.0-85101780423;2021;False;True;True;False
classification;STEM;2-s2.0-85101876492;2021;False;False;True;True
classification;STEM;2-s2.0-85126586554;2021;False;False;True;True
prediction;STEM;2-s2.0-85107912293;2021;False;True;True;True
machine learning;STEM;2-s2.0-85120619484;2021;False;False;False;True
machine learning;STEM;2-s2.0-85102732942;2021;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85112844683;2021;False;False;True;True
machine learning;STEM;2-s2.0-85112844683;2021;False;False;True;True
prediction;STEM;2-s2.0-85111741739;2021;False;True;True;True
machine learning;STEM;2-s2.0-85105913861;2021;False;False;False;False
medical diagnosis;Biomedicine;2-s2.0-85102645494;2021;False;True;True;True
machine learning;STEM;2-s2.0-85118143874;2021;False;True;True;True
machine learning;STEM;2-s2.0-85116696390;2021;False;False;False;False
prediction;STEM;2-s2.0-85116696390;2021;False;False;False;False
convolutional neural network;STEM;2-s2.0-85111613204;2021;False;False;True;True
classification;STEM;2-s2.0-85108153848;2021;False;False;True;True
classification;STEM;2-s2.0-85106929332;2021;False;False;True;False
medical diagnosis;Biomedicine;2-s2.0-85117938360;2021;False;True;True;True
machine learning;STEM;2-s2.0-85117218207;2021;False;False;True;True
prediction;STEM;2-s2.0-85116657921;2021;False;True;True;True
classification;STEM;2-s2.0-85110876783;2021;False;True;True;True
machine learning;STEM;2-s2.0-85107197158;2021;False;True;True;True
machine learning;STEM;2-s2.0-85107583872;2021;False;True;True;True
classification;STEM;2-s2.0-85114998703;2021;False;False;False;True
machine learning;STEM;2-s2.0-85113723162;2021;False;True;True;True
machine learning;STEM;2-s2.0-85100800098;2021;False;True;False;True
machine learning;STEM;2-s2.0-85104755909;2021;False;True;False;True
machine learning;STEM;2-s2.0-85103468041;2021;False;True;False;False
machine learning;STEM;2-s2.0-85101367091;2021;False;True;False;True
classification;STEM;2-s2.0-85125346010;2021;False;True;False;False
machine learning;STEM;2-s2.0-85124676607;2021;False;True;False;False
machine learning;STEM;2-s2.0-85123179775;2021;False;True;False;False
prediction;STEM;2-s2.0-85117801840;2021;False;False;False;False
prediction;STEM;2-s2.0-85116901747;2021;False;True;True;True
artificial intelligence;STEM;2-s2.0-85111618207;2021;False;True;True;True
machine learning;STEM;2-s2.0-85105732886;2021;False;False;True;True
machine learning;STEM;2-s2.0-85102804815;2021;False;True;True;True
classification;STEM;2-s2.0-85102645122;2021;False;True;False;False
classification;STEM;2-s2.0-85119263235;2021;False;True;False;True
classification;STEM;2-s2.0-85119836347;2021;False;True;True;True
prediction;STEM;2-s2.0-85111465365;2021;False;False;True;True
classification;STEM;2-s2.0-85111358667;2021;False;True;False;False
machine learning;STEM;2-s2.0-85122900301;2021;False;True;True;False
prediction;STEM;2-s2.0-85122527855;2021;False;False;True;False
classification;STEM;2-s2.0-85116419681;2021;False;False;False;False
classification;STEM;2-s2.0-85111289028;2021;False;True;False;False
classification;STEM;2-s2.0-85105908879;2021;False;False;False;False
artificial intelligence;STEM;2-s2.0-85101119506;2021;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-85100798569;2021;False;False;True;True
adult;Social sciences;2-s2.0-85100798569;2021;False;False;True;True
machine learning;STEM;2-s2.0-85122384647;2021;False;True;False;True
machine learning;STEM;2-s2.0-85128630345;2021;False;True;False;False
machine learning;STEM;2-s2.0-85126350837;2021;False;True;False;True
adult;Social sciences;2-s2.0-85120506432;2021;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85119901078;2021;False;False;True;True
machine learning;STEM;2-s2.0-85122020495;2021;False;True;False;False
machine learning;STEM;2-s2.0-85114263340;2021;False;False;True;True
machine learning;STEM;2-s2.0-85121487913;2021;False;True;False;False
machine learning;STEM;2-s2.0-85114602151;2021;False;True;True;False
classification;STEM;2-s2.0-85123749642;2021;False;False;False;False
classification;STEM;2-s2.0-85115400258;2021;False;False;False;False
machine learning;STEM;2-s2.0-85123431657;2021;False;False;False;False
algorithm;STEM;2-s2.0-85112281110;2021;False;True;True;True
deep learning;STEM;2-s2.0-85118943646;2021;False;False;False;False
machine learning;STEM;2-s2.0-85101366762;2021;False;True;False;True
medical diagnosis;Biomedicine;2-s2.0-85101684807;2021;False;False;True;False
machine learning;STEM;2-s2.0-85137957334;2021;False;True;False;False
machine learning;STEM;2-s2.0-85133099037;2021;False;False;False;False
artificial intelligence;STEM;2-s2.0-85131487539;2021;False;True;False;False
machine learning;STEM;2-s2.0-85131487539;2021;False;True;False;False
machine learning;STEM;2-s2.0-85127662000;2021;False;True;False;False
artificial intelligence;STEM;2-s2.0-85127631243;2021;False;False;False;False
prediction;STEM;2-s2.0-85127294218;2021;False;True;False;False
machine learning;STEM;2-s2.0-85127083872;2021;False;True;False;False
machine learning;STEM;2-s2.0-85125355307;2021;False;False;False;False
classification;STEM;2-s2.0-85125069018;2021;False;True;False;False
machine learning;STEM;2-s2.0-85125042703;2021;False;False;False;False
machine learning;STEM;2-s2.0-85123505158;2021;False;True;False;False
classification;STEM;2-s2.0-85122059019;2021;False;True;True;True
machine learning;STEM;2-s2.0-85120683615;2021;False;True;False;False
algorithm;STEM;2-s2.0-85113247226;2021;False;True;False;True
machine learning;STEM;2-s2.0-85112735102;2021;False;False;False;False
algorithm;STEM;2-s2.0-85105959069;2021;False;False;False;False
artificial intelligence;STEM;2-s2.0-85105642962;2021;False;False;False;False
machine learning;STEM;2-s2.0-85105642962;2021;False;False;False;False
machine learning;STEM;2-s2.0-85104727505;2021;False;True;False;False
algorithm;STEM;2-s2.0-85103454118;2021;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-85102649298;2021;False;True;False;False
convolutional neural network;STEM;2-s2.0-85102649298;2021;False;True;False;False
machine learning;STEM;2-s2.0-85102622610;2021;False;True;False;False
classification;STEM;2-s2.0-85091484716;2021;False;True;False;False
classification;STEM;2-s2.0-85089462455;2021;False;True;False;False
prediction;STEM;2-s2.0-85113952288;2022;True;False;True;True
machine learning;STEM;2-s2.0-85126997409;2022;True;False;True;True
classification;STEM;2-s2.0-85123823844;2022;False;False;True;True
classification;STEM;2-s2.0-85126316893;2022;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85128416479;2022;False;False;True;True
machine learning;STEM;2-s2.0-85123603935;2022;False;True;False;False
classification;STEM;2-s2.0-85127029544;2022;False;True;True;True
algorithm;STEM;2-s2.0-85114132084;2022;False;True;False;True
algorithm;STEM;2-s2.0-85124669235;2022;False;False;False;True
classification;STEM;2-s2.0-85124669235;2022;False;False;False;True
medical diagnosis;Biomedicine;2-s2.0-85122824658;2022;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85132636778;2022;False;True;True;True
prediction;STEM;2-s2.0-85132636778;2022;False;True;True;True
machine learning;STEM;2-s2.0-85128213295;2022;False;False;True;True
machine learning;STEM;2-s2.0-85115036962;2022;False;True;True;True
classification;STEM;2-s2.0-85109634022;2022;False;True;False;True
machine learning;STEM;2-s2.0-85129513424;2022;False;True;True;False
algorithm;STEM;2-s2.0-85090164300;2022;False;True;False;True
prediction;STEM;2-s2.0-85132901885;2022;False;True;True;True
classification;STEM;2-s2.0-85128780039;2022;False;False;True;True
prediction;STEM;2-s2.0-85113732138;2022;False;False;False;False
deep learning;STEM;2-s2.0-85124713209;2022;False;True;True;True
machine learning;STEM;2-s2.0-85126773623;2022;False;True;True;True
classification;STEM;2-s2.0-85122256613;2022;False;True;True;True
machine learning;STEM;2-s2.0-85121814838;2022;False;False;False;False
adult;Social sciences;2-s2.0-85124282769;2022;False;False;True;True
machine learning;STEM;2-s2.0-85136768769;2022;False;True;True;True
prediction;STEM;2-s2.0-85134891124;2022;False;True;False;True
prediction;STEM;2-s2.0-85129575868;2022;False;True;False;True
machine learning;STEM;2-s2.0-85126335564;2022;False;True;False;False
classification;STEM;2-s2.0-85128271369;2022;False;True;False;True
prediction;STEM;2-s2.0-85130040691;2022;False;False;True;True
machine learning;STEM;2-s2.0-85128748394;2022;False;False;True;True
machine learning;STEM;2-s2.0-85128473146;2022;False;False;True;True
machine learning;STEM;2-s2.0-85128316459;2022;False;True;True;True
prediction;STEM;2-s2.0-85123924716;2022;False;True;False;True
classification;STEM;2-s2.0-85123913678;2022;False;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85136442640;2022;False;True;False;False
machine learning;STEM;2-s2.0-85133120817;2022;False;True;False;False
classification;STEM;2-s2.0-85133120817;2022;False;True;False;False
classification;STEM;2-s2.0-85131549466;2022;False;False;True;True
prediction;STEM;2-s2.0-85130388556;2022;False;False;True;True
prediction;STEM;2-s2.0-85130133395;2022;False;True;True;True
machine learning;STEM;2-s2.0-85129371714;2022;False;False;True;True
machine learning;STEM;2-s2.0-85128907975;2022;False;False;False;False
machine learning;STEM;2-s2.0-85127983148;2022;False;True;False;False
machine learning;STEM;2-s2.0-85127852770;2022;False;False;False;False
algorithm;STEM;2-s2.0-85125271514;2022;False;False;True;True
prediction;STEM;2-s2.0-85123656684;2022;False;True;True;True
machine learning;STEM;2-s2.0-85122754355;2022;False;True;True;True
convolutional neural network;STEM;2-s2.0-85121830767;2022;False;True;False;False
prediction;STEM;2-s2.0-85121590408;2022;False;False;True;True
machine learning;STEM;2-s2.0-85113428741;2022;False;True;False;False
classification;STEM;2-s2.0-85138384424;2022;False;True;True;True
algorithm;STEM;2-s2.0-85138412380;2022;False;False;True;True
classification;STEM;2-s2.0-85137767596;2022;False;True;True;True
machine learning;STEM;2-s2.0-85137729096;2022;False;True;False;True
machine learning;STEM;2-s2.0-85137728319;2022;False;False;True;True
classification;STEM;2-s2.0-85128020443;2022;False;True;True;True
algorithm;STEM;2-s2.0-85137381762;2022;False;False;True;False
artificial intelligence;STEM;2-s2.0-85137373954;2022;False;True;True;True
prediction;STEM;2-s2.0-85137373954;2022;False;True;True;True
classification;STEM;2-s2.0-85135094940;2022;False;True;True;True
prediction;STEM;2-s2.0-85130369619;2022;False;True;False;True
prediction;STEM;2-s2.0-85129599373;2022;False;True;False;True
machine learning;STEM;2-s2.0-85126731552;2022;False;False;False;True
convolutional neural network;STEM;2-s2.0-85131637625;2022;False;True;True;True
prediction;STEM;2-s2.0-85129799816;2022;False;True;False;True
classification;STEM;2-s2.0-85107276035;2022;False;True;False;True
deep learning;STEM;2-s2.0-85130575202;2022;False;False;True;True
algorithm;STEM;2-s2.0-85124454895;2022;False;False;False;True
classification;STEM;2-s2.0-85129821686;2022;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85129156196;2022;False;True;True;False
medical diagnosis;Biomedicine;2-s2.0-85131095031;2022;False;True;True;True
epidemiology;Biomedicine;2-s2.0-85125558500;2022;False;False;True;True
machine learning;STEM;2-s2.0-85125558500;2022;False;False;True;True
prediction;STEM;2-s2.0-85113281886;2022;False;False;False;True
algorithm;STEM;2-s2.0-85134077675;2022;False;True;True;True
classification;STEM;2-s2.0-85128146262;2022;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85138431307;2022;False;True;False;True
prediction;STEM;2-s2.0-85137784813;2022;False;True;False;False
classification;STEM;2-s2.0-85137781282;2022;False;True;False;False
prediction;STEM;2-s2.0-85137644833;2022;False;True;True;True
machine learning;STEM;2-s2.0-85137531094;2022;False;False;False;False
classification;STEM;2-s2.0-85137525522;2022;False;False;False;False
classification;STEM;2-s2.0-85137439386;2022;False;False;False;True
classification;STEM;2-s2.0-85137225838;2022;False;False;True;True
deep learning;STEM;2-s2.0-85137162083;2022;False;False;True;True
prediction;STEM;2-s2.0-85137031939;2022;False;True;True;True
classification;STEM;2-s2.0-85136828162;2022;False;True;True;False
classification;STEM;2-s2.0-85136711635;2022;False;False;True;True
classification;STEM;2-s2.0-85136545705;2022;False;True;True;True
prediction;STEM;2-s2.0-85136327894;2022;False;False;False;False
machine learning;STEM;2-s2.0-85135774800;2022;False;False;False;False
machine learning;STEM;2-s2.0-85135472636;2022;False;False;False;False
prediction;STEM;2-s2.0-85135221688;2022;False;False;True;True
algorithm;STEM;2-s2.0-85135132848;2022;False;False;True;True
machine learning;STEM;2-s2.0-85134891680;2022;False;False;True;True
classification;STEM;2-s2.0-85134764571;2022;False;False;True;True
classification;STEM;2-s2.0-85134340017;2022;False;False;False;False
prediction;STEM;2-s2.0-85134316360;2022;False;True;False;False
classification;STEM;2-s2.0-85134245467;2022;False;True;False;False
machine learning;STEM;2-s2.0-85134157602;2022;False;True;True;False
classification;STEM;2-s2.0-85133974950;2022;False;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85133909854;2022;False;True;True;False
artificial intelligence;STEM;2-s2.0-85133641104;2022;False;False;True;True
algorithm;STEM;2-s2.0-85133499650;2022;False;False;True;True
prediction;STEM;2-s2.0-85133227292;2022;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-85133136759;2022;False;True;False;False
medical diagnosis;Biomedicine;2-s2.0-85133136627;2022;False;True;False;False
algorithm;STEM;2-s2.0-85133026647;2022;False;True;False;False
machine learning;STEM;2-s2.0-85132907492;2022;False;False;False;True
prediction;STEM;2-s2.0-85132422979;2022;False;True;False;False
classification;STEM;2-s2.0-85131851465;2022;False;True;True;True
machine learning;STEM;2-s2.0-85131446203;2022;False;False;True;True
artificial intelligence;STEM;2-s2.0-85131431684;2022;False;False;True;True
machine learning;STEM;2-s2.0-85131161975;2022;False;False;True;True
machine learning;STEM;2-s2.0-85129413609;2022;False;True;False;False
classification;STEM;2-s2.0-85129376206;2022;False;True;False;False
convolutional neural network;STEM;2-s2.0-85129313239;2022;False;True;False;False
algorithm;STEM;2-s2.0-85129192370;2022;False;True;False;True
machine learning;STEM;2-s2.0-85128966379;2022;False;False;False;False
classification;STEM;2-s2.0-85128865729;2022;False;False;False;True
machine learning;STEM;2-s2.0-85128719427;2022;False;True;False;False
prediction;STEM;2-s2.0-85128691333;2022;False;False;True;True
prediction;STEM;2-s2.0-85128637157;2022;False;False;True;True
prediction;STEM;2-s2.0-85128415374;2022;False;False;True;True
prediction;STEM;2-s2.0-85127638254;2022;False;True;False;False
prediction;STEM;2-s2.0-85126948568;2022;False;True;False;False
machine learning;STEM;2-s2.0-85126513718;2022;False;False;False;False
classification;STEM;2-s2.0-85126402824;2022;False;False;True;True
prediction;STEM;2-s2.0-85126138028;2022;False;True;True;True
prediction;STEM;2-s2.0-85126085178;2022;False;False;True;True
classification;STEM;2-s2.0-85125806837;2022;False;False;True;True
prediction;STEM;2-s2.0-85124032209;2022;False;True;False;True
prediction;STEM;2-s2.0-85122546501;2022;False;True;True;False
machine learning;STEM;2-s2.0-85119132818;2022;False;True;False;False
prediction;STEM;2-s2.0-85115191579;2022;False;True;False;False
artificial intelligence;STEM;2-s2.0-85073626563;2019;True;False;True;True
medical diagnosis;Biomedicine;2-s2.0-85034076834;2017;True;True;True;True
convolutional neural network;STEM;2-s2.0-85072403886;2019;True;False;True;False
machine learning;STEM;2-s2.0-84860696343;2012;True;True;True;True
medical diagnosis;Biomedicine;2-s2.0-85024893433;2017;True;True;False;True
convolutional neural network;STEM;2-s2.0-85049525200;2018;True;True;True;True
deep learning;STEM;2-s2.0-85028914171;2017;True;False;True;True
prediction;STEM;2-s2.0-85023752899;2018;True;True;False;True
prediction;STEM;2-s2.0-85071073448;2019;True;True;True;True
machine learning;STEM;2-s2.0-85075625870;2019;True;True;True;True
prediction;STEM;2-s2.0-85053107562;2018;True;False;True;True
algorithm;STEM;2-s2.0-84955512145;2016;True;True;True;True
classification;STEM;2-s2.0-85009804121;2017;True;True;False;False
machine learning;STEM;2-s2.0-84958543478;2014;True;True;False;False
classification;STEM;2-s2.0-84869846730;2012;True;True;False;False
machine learning;STEM;2-s2.0-85077971728;2019;True;True;False;False
artificial intelligence;STEM;2-s2.0-85077729977;2019;True;True;False;False
