Keyword;Class;EID;Year;Highly Cited;North Africa;OA;Journal Article
prediction;computer science;2-s2.0-85076862654;2020;True;True;True;True
disease;medicine;2-s2.0-85077871944;2020;True;True;True;True
human;other;2-s2.0-85077871944;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85077871944;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85077871944;2020;True;True;True;True
human;other;2-s2.0-85078836967;2020;True;False;True;False
machine learning;computer science;2-s2.0-85078836967;2020;True;False;True;False
medical procedure;medicine;2-s2.0-85078836967;2020;True;False;True;False
artificial intelligence;computer science;2-s2.0-85088655571;2020;True;False;True;True
human;other;2-s2.0-85088655571;2020;True;False;True;True
machine learning;computer science;2-s2.0-85088655571;2020;True;False;True;True
medical procedure;medicine;2-s2.0-85088655571;2020;True;False;True;True
adult;demography;2-s2.0-85085543182;2020;True;True;False;True
female;other;2-s2.0-85085543182;2020;True;True;False;True
human;other;2-s2.0-85085543182;2020;True;True;False;True
machine learning;computer science;2-s2.0-85085543182;2020;True;True;False;True
male;other;2-s2.0-85085543182;2020;True;True;False;True
algorithm;computer science;2-s2.0-85089995499;2020;True;False;True;False
machine learning;computer science;2-s2.0-85089995499;2020;True;False;True;False
female;other;2-s2.0-85089995499;2020;True;False;True;False
human;other;2-s2.0-85089995499;2020;True;False;True;False
classification;computer science;2-s2.0-85082511150;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85082511150;2020;True;True;True;True
forecasting;other;2-s2.0-85082511150;2020;True;True;True;True
machine learning;computer science;2-s2.0-85082511150;2020;True;True;True;True
human;other;2-s2.0-85080984540;2020;True;False;True;True
prediction;computer science;2-s2.0-85080984540;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85100104534;2020;True;True;True;False
deep neural network;computer science;2-s2.0-85100104534;2020;True;True;True;False
machine learning;computer science;2-s2.0-85100104534;2020;True;True;True;False
support vector machine;computer science;2-s2.0-85100104534;2020;True;True;True;False
transfer learning;computer science;2-s2.0-85100104534;2020;True;True;True;False
computer-aided diagnosis;computer science;2-s2.0-85086503145;2020;True;False;True;True
deep learning;computer science;2-s2.0-85086503145;2020;True;False;True;True
medical imaging;medicine;2-s2.0-85086503145;2020;True;False;True;True
transfer learning;computer science;2-s2.0-85086503145;2020;True;False;True;True
machine learning;computer science;2-s2.0-85086503145;2020;True;False;True;True
algorithm;computer science;2-s2.0-85086503145;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85086503145;2020;True;False;True;True
human;other;2-s2.0-85086503145;2020;True;False;True;True
female;other;2-s2.0-85086503145;2020;True;False;True;True
machine learning;computer science;2-s2.0-85086503145;2020;True;False;True;True
convolution;mathematics and statistics;2-s2.0-85076733939;2020;True;True;False;True
deep neural network;computer science;2-s2.0-85076733939;2020;True;True;False;True
artificial neural network;computer science;2-s2.0-85076733939;2020;True;True;False;True
convolutional neural network;computer science;2-s2.0-85076733939;2020;True;True;False;True
decision tree;computer science;2-s2.0-85073818817;2020;True;True;False;True
disease;medicine;2-s2.0-85073818817;2020;True;True;False;True
forecasting;other;2-s2.0-85073818817;2020;True;True;False;True
machine learning;computer science;2-s2.0-85073818817;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85073818817;2020;True;True;False;True
machine learning;computer science;2-s2.0-85089704355;2020;True;True;False;True
artificial neural network;computer science;2-s2.0-85089704355;2020;True;True;False;True
data mining;computer science;2-s2.0-85086461190;2020;True;False;False;True
machine learning;computer science;2-s2.0-85086461190;2020;True;False;False;True
machine learning;computer science;2-s2.0-85086461190;2020;True;False;False;True
deep learning;computer science;2-s2.0-85090392787;2020;True;False;True;True
medical diagnosis;medicine;2-s2.0-85090392787;2020;True;False;True;True
machine learning;computer science;2-s2.0-85090392787;2020;True;False;True;True
adult;demography;2-s2.0-85090392787;2020;True;False;True;True
algorithm;computer science;2-s2.0-85090392787;2020;True;False;True;True
female;other;2-s2.0-85090392787;2020;True;False;True;True
human;other;2-s2.0-85090392787;2020;True;False;True;True
male;other;2-s2.0-85090392787;2020;True;False;True;True
decision tree;computer science;2-s2.0-85091042749;2020;True;False;True;True
machine learning;computer science;2-s2.0-85091042749;2020;True;False;True;True
classification;computer science;2-s2.0-85091042749;2020;True;False;True;True
machine learning;computer science;2-s2.0-85091042749;2020;True;False;True;True
adult;demography;2-s2.0-85084800978;2020;True;True;True;True
female;other;2-s2.0-85084800978;2020;True;True;True;True
human;other;2-s2.0-85084800978;2020;True;True;True;True
male;other;2-s2.0-85084800978;2020;True;True;True;True
classification;computer science;2-s2.0-85097746578;2020;True;False;True;True
convolution;mathematics and statistics;2-s2.0-85097746578;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85097746578;2020;True;False;True;True
deep neural network;computer science;2-s2.0-85097746578;2020;True;False;True;True
medical diagnosis;medicine;2-s2.0-85097746578;2020;True;False;True;True
forecasting;other;2-s2.0-85097746578;2020;True;False;True;True
machine learning;computer science;2-s2.0-85097746578;2020;True;False;True;True
medical imaging;medicine;2-s2.0-85097746578;2020;True;False;True;True
transfer learning;computer science;2-s2.0-85097746578;2020;True;False;True;True
deep learning;computer science;2-s2.0-85097746578;2020;True;False;True;True
artificial intelligence;computer science;2-s2.0-85090346482;2020;True;True;True;True
human;other;2-s2.0-85090346482;2020;True;True;True;True
machine learning;computer science;2-s2.0-85090346482;2020;True;True;True;True
prediction;computer science;2-s2.0-85090346482;2020;True;True;True;True
human;other;2-s2.0-85085642874;2020;True;False;True;True
machine learning;computer science;2-s2.0-85085642874;2020;True;False;True;True
male;other;2-s2.0-85085642874;2020;True;False;True;True
medical procedure;medicine;2-s2.0-85085642874;2020;True;False;True;True
machine learning;computer science;2-s2.0-85085642874;2020;True;False;True;True
artificial intelligence;computer science;2-s2.0-85077902025;2020;True;False;True;True
human;other;2-s2.0-85077902025;2020;True;False;True;True
machine learning;computer science;2-s2.0-85077902025;2020;True;False;True;True
medical imaging;medicine;2-s2.0-85077902025;2020;True;False;True;True
female;other;2-s2.0-85077902025;2020;True;False;True;True
male;other;2-s2.0-85077902025;2020;True;False;True;True
medical procedure;medicine;2-s2.0-85077902025;2020;True;False;True;True
classification;computer science;2-s2.0-85078441549;2020;True;False;True;True
genetics;biology;2-s2.0-85078441549;2020;True;False;True;True
human;other;2-s2.0-85078441549;2020;True;False;True;True
machine learning;computer science;2-s2.0-85078441549;2020;True;False;True;True
machine learning;computer science;2-s2.0-85078441549;2020;True;False;True;True
machine learning;computer science;2-s2.0-85089343041;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85089150797;2020;True;True;True;True
deep learning;computer science;2-s2.0-85089150797;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85089150797;2020;True;True;True;True
disease;medicine;2-s2.0-85089150797;2020;True;True;True;True
forecasting;other;2-s2.0-85089150797;2020;True;True;True;True
machine learning;computer science;2-s2.0-85089150797;2020;True;True;True;True
machine learning;computer science;2-s2.0-85089150797;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85086996375;2020;True;True;True;True
machine learning;computer science;2-s2.0-85086996375;2020;True;True;True;True
classification;computer science;2-s2.0-85079874238;2020;True;True;False;True
machine learning;computer science;2-s2.0-85079874238;2020;True;True;False;True
machine learning;computer science;2-s2.0-85076035703;2020;True;True;False;True
human;other;2-s2.0-85076035703;2020;True;True;False;True
algorithm;computer science;2-s2.0-85076035703;2020;True;True;False;True
medical procedure;medicine;2-s2.0-85076035703;2020;True;True;False;True
algorithm;computer science;2-s2.0-85076035703;2020;True;True;False;True
convolution;mathematics and statistics;2-s2.0-85089190213;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85089190213;2020;True;True;False;True
classification;computer science;2-s2.0-85086239075;2020;True;True;True;False
convolution;mathematics and statistics;2-s2.0-85086239075;2020;True;True;True;False
convolutional neural network;computer science;2-s2.0-85086239075;2020;True;True;True;False
adult;demography;2-s2.0-85098289221;2020;True;True;True;True
female;other;2-s2.0-85098289221;2020;True;True;True;True
human;other;2-s2.0-85098289221;2020;True;True;True;True
machine learning;computer science;2-s2.0-85098289221;2020;True;True;True;True
male;other;2-s2.0-85098289221;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85088321939;2020;True;True;True;True
forecasting;other;2-s2.0-85088321939;2020;True;True;True;True
machine learning;computer science;2-s2.0-85088321939;2020;True;True;True;True
data mining;computer science;2-s2.0-85090411196;2020;True;True;True;True
feature extraction;computer science;2-s2.0-85090411196;2020;True;True;True;True
forecasting;other;2-s2.0-85090411196;2020;True;True;True;True
machine learning;computer science;2-s2.0-85090411196;2020;True;True;True;True
convolutional neural network;computer science;2-s2.0-85093820101;2020;True;True;True;True
deep learning;computer science;2-s2.0-85093820101;2020;True;True;True;True
human;other;2-s2.0-85093820101;2020;True;True;True;True
support vector machine;computer science;2-s2.0-85075710549;2020;True;True;False;True
classification;computer science;2-s2.0-85075710549;2020;True;True;False;True
deep neural network;computer science;2-s2.0-85078483384;2020;True;True;False;True
decision tree;computer science;2-s2.0-85090087491;2020;True;True;True;True
forecasting;other;2-s2.0-85090087491;2020;True;True;True;True
decision tree;computer science;2-s2.0-85083330872;2020;True;True;True;True
machine learning;computer science;2-s2.0-85083330872;2020;True;True;True;True
human;other;2-s2.0-85085909628;2020;True;False;True;True
machine learning;computer science;2-s2.0-85085909628;2020;True;False;True;True
decision tree;computer science;2-s2.0-85079609813;2020;True;True;True;True
machine learning;computer science;2-s2.0-85079609813;2020;True;True;True;True
classification;computer science;2-s2.0-85079764351;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85079764351;2020;True;True;True;True
convolutional neural network;computer science;2-s2.0-85079764351;2020;True;True;True;True
deep learning;computer science;2-s2.0-85079764351;2020;True;True;True;True
deep neural network;computer science;2-s2.0-85079764351;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85079764351;2020;True;True;True;True
disease;medicine;2-s2.0-85079764351;2020;True;True;True;True
feature extraction;computer science;2-s2.0-85079764351;2020;True;True;True;True
machine learning;computer science;2-s2.0-85079764351;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85079764351;2020;True;True;True;True
support vector machine;computer science;2-s2.0-85079764351;2020;True;True;True;True
machine learning;computer science;2-s2.0-85073170115;2020;True;True;True;True
adult;demography;2-s2.0-85073170115;2020;True;True;True;True
algorithm;computer science;2-s2.0-85073170115;2020;True;True;True;True
human;other;2-s2.0-85073170115;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85073170115;2020;True;True;True;True
algorithm;computer science;2-s2.0-85073170115;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85087623225;2020;True;True;True;False
disease;medicine;2-s2.0-85087623225;2020;True;True;True;False
algorithm;computer science;2-s2.0-85087623225;2020;True;True;True;False
human;other;2-s2.0-85087623225;2020;True;True;True;False
machine learning;computer science;2-s2.0-85087623225;2020;True;True;True;False
medical procedure;medicine;2-s2.0-85087623225;2020;True;True;True;False
algorithm;computer science;2-s2.0-85087623225;2020;True;True;True;False
machine learning;computer science;2-s2.0-85087623225;2020;True;True;True;False
algorithm;computer science;2-s2.0-85084721758;2020;True;False;False;False
human;other;2-s2.0-85084721758;2020;True;False;False;False
machine learning;computer science;2-s2.0-85084721758;2020;True;False;False;False
medical procedure;medicine;2-s2.0-85084721758;2020;True;False;False;False
algorithm;computer science;2-s2.0-85084721758;2020;True;False;False;False
classification;computer science;2-s2.0-85076261703;2020;True;True;False;True
deep learning;computer science;2-s2.0-85076261703;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85076261703;2020;True;True;False;True
deep learning;computer science;2-s2.0-85094557171;2020;True;True;True;False
convolution;mathematics and statistics;2-s2.0-85089957381;2020;True;False;True;True
medical diagnosis;medicine;2-s2.0-85089957381;2020;True;False;True;True
machine learning;computer science;2-s2.0-85089957381;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85082187809;2020;True;True;True;True
deep learning;computer science;2-s2.0-85082187809;2020;True;True;True;True
female;other;2-s2.0-85082187809;2020;True;True;True;True
human;other;2-s2.0-85082187809;2020;True;True;True;True
male;other;2-s2.0-85082187809;2020;True;True;True;True
algorithm;computer science;2-s2.0-85082187809;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85082187809;2020;True;True;True;True
machine learning;computer science;2-s2.0-85082187809;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85082187809;2020;True;True;True;True
algorithm;computer science;2-s2.0-85082187809;2020;True;True;True;True
machine learning;computer science;2-s2.0-85082187809;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85082187809;2020;True;True;True;True
human;other;2-s2.0-85083375232;2020;True;True;False;False
machine learning;computer science;2-s2.0-85083375232;2020;True;True;False;False
prediction;computer science;2-s2.0-85083375232;2020;True;True;False;False
machine learning;computer science;2-s2.0-85083375232;2020;True;True;False;False
adult;demography;2-s2.0-85086465243;2020;True;True;False;True
human;other;2-s2.0-85086465243;2020;True;True;False;True
convolution;mathematics and statistics;2-s2.0-85089017707;2020;True;False;False;True
convolutional neural network;computer science;2-s2.0-85089017707;2020;True;False;False;True
machine learning;computer science;2-s2.0-85089017707;2020;True;False;False;True
artificial intelligence;computer science;2-s2.0-85085188186;2020;True;True;False;False
convolutional neural network;computer science;2-s2.0-85078472535;2020;True;True;True;True
female;other;2-s2.0-85078472535;2020;True;True;True;True
human;other;2-s2.0-85078472535;2020;True;True;True;True
computer-aided diagnosis;computer science;2-s2.0-85087500300;2020;True;True;False;False
data mining;computer science;2-s2.0-85087500300;2020;True;True;False;False
disease;medicine;2-s2.0-85087500300;2020;True;True;False;False
support vector machine;computer science;2-s2.0-85087500300;2020;True;True;False;False
classification;computer science;2-s2.0-85087500300;2020;True;True;False;False
deep learning;computer science;2-s2.0-85087500300;2020;True;True;False;False
human;other;2-s2.0-85087500300;2020;True;True;False;False
machine learning;computer science;2-s2.0-85087500300;2020;True;True;False;False
prediction;computer science;2-s2.0-85087500300;2020;True;True;False;False
machine learning;computer science;2-s2.0-85072211751;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85072211751;2020;True;True;False;True
data mining;computer science;2-s2.0-85072211751;2020;True;True;False;True
machine learning;computer science;2-s2.0-85079478109;2020;True;False;True;False
decision tree;computer science;2-s2.0-85091213249;2020;True;False;True;True
forecasting;other;2-s2.0-85091213249;2020;True;False;True;True
machine learning;computer science;2-s2.0-85091213249;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85086241471;2020;True;False;True;True
human;other;2-s2.0-85086241471;2020;True;False;True;True
machine learning;computer science;2-s2.0-85086241471;2020;True;False;True;True
convolution;mathematics and statistics;2-s2.0-85097508732;2020;True;True;True;True
convolutional neural network;computer science;2-s2.0-85097508732;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85097508732;2020;True;True;True;True
transfer learning;computer science;2-s2.0-85097508732;2020;True;True;True;True
machine learning;computer science;2-s2.0-85097508732;2020;True;True;True;True
human;other;2-s2.0-85097508732;2020;True;True;True;True
male;other;2-s2.0-85097508732;2020;True;True;True;True
prediction;computer science;2-s2.0-85097508732;2020;True;True;True;True
algorithm;computer science;2-s2.0-85097508732;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85097508732;2020;True;True;True;True
algorithm;computer science;2-s2.0-85097508732;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85097508732;2020;True;True;True;True
disease;medicine;2-s2.0-85103857063;2020;True;False;True;False
feature extraction;computer science;2-s2.0-85103857063;2020;True;False;True;False
machine learning;computer science;2-s2.0-85103857063;2020;True;False;True;False
machine learning;computer science;2-s2.0-85103857063;2020;True;False;True;False
medical imaging;medicine;2-s2.0-85103857063;2020;True;False;True;False
convolutional neural network;computer science;2-s2.0-85096595498;2020;True;True;True;False
medical diagnosis;medicine;2-s2.0-85096595498;2020;True;True;True;False
disease;medicine;2-s2.0-85096595498;2020;True;True;True;False
machine learning;computer science;2-s2.0-85096595498;2020;True;True;True;False
human;other;2-s2.0-85082519659;2020;True;False;True;False
data mining;computer science;2-s2.0-85071310493;2020;True;True;True;True
machine learning;computer science;2-s2.0-85071310493;2020;True;True;True;True
support vector machine;computer science;2-s2.0-85071310493;2020;True;True;True;True
computer-aided diagnosis;computer science;2-s2.0-85081135693;2020;True;True;True;True
disease;medicine;2-s2.0-85081135693;2020;True;True;True;True
machine learning;computer science;2-s2.0-85081135693;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85081135693;2020;True;True;True;True
computer-aided diagnosis;computer science;2-s2.0-85098706878;2020;True;True;False;True
adult;demography;2-s2.0-85097438509;2020;True;True;True;True
female;other;2-s2.0-85097438509;2020;True;True;True;True
human;other;2-s2.0-85097438509;2020;True;True;True;True
machine learning;computer science;2-s2.0-85097438509;2020;True;True;True;True
male;other;2-s2.0-85097438509;2020;True;True;True;True
artificial intelligence;computer science;2-s2.0-85097320140;2020;True;False;True;True
machine learning;computer science;2-s2.0-85097320140;2020;True;False;True;True
adult;demography;2-s2.0-85086706974;2020;True;False;True;True
algorithm;computer science;2-s2.0-85086706974;2020;True;False;True;True
female;other;2-s2.0-85086706974;2020;True;False;True;True
human;other;2-s2.0-85086706974;2020;True;False;True;True
machine learning;computer science;2-s2.0-85086706974;2020;True;False;True;True
male;other;2-s2.0-85086706974;2020;True;False;True;True
prediction;computer science;2-s2.0-85086706974;2020;True;False;True;True
medical diagnosis;medicine;2-s2.0-85079159036;2020;True;True;True;True
machine learning;computer science;2-s2.0-85079159036;2020;True;True;True;True
support vector machine;computer science;2-s2.0-85079159036;2020;True;True;True;True
female;other;2-s2.0-85079159036;2020;True;True;True;True
human;other;2-s2.0-85079159036;2020;True;True;True;True
male;other;2-s2.0-85079159036;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85079159036;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85079159036;2020;True;True;True;True
machine learning;computer science;2-s2.0-85079159036;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85097372018;2020;True;True;True;True
deep learning;computer science;2-s2.0-85097372018;2020;True;True;True;True
machine learning;computer science;2-s2.0-85097372018;2020;True;True;True;True
transfer learning;computer science;2-s2.0-85097372018;2020;True;True;True;True
convolutional neural network;computer science;2-s2.0-85097372018;2020;True;True;True;True
human;other;2-s2.0-85097372018;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85097372018;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85097372018;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85089507299;2020;True;True;False;True
convolutional neural network;computer science;2-s2.0-85089507299;2020;True;True;False;True
deep neural network;computer science;2-s2.0-85089507299;2020;True;True;False;True
disease;medicine;2-s2.0-85089507299;2020;True;True;False;True
female;other;2-s2.0-85087471414;2020;True;False;True;True
human;other;2-s2.0-85087471414;2020;True;False;True;True
medical procedure;medicine;2-s2.0-85087471414;2020;True;False;True;True
deep learning;computer science;2-s2.0-85087471414;2020;True;False;True;True
disease;medicine;2-s2.0-85083631768;2020;True;True;True;True
machine learning;computer science;2-s2.0-85083631768;2020;True;True;True;True
algorithm;computer science;2-s2.0-85083631768;2020;True;True;True;True
genetics;biology;2-s2.0-85083631768;2020;True;True;True;True
human;other;2-s2.0-85083631768;2020;True;True;True;True
medical procedure;medicine;2-s2.0-85083631768;2020;True;True;True;True
algorithm;computer science;2-s2.0-85083631768;2020;True;True;True;True
forecasting;other;2-s2.0-85078844151;2020;True;False;False;True
artificial neural network;computer science;2-s2.0-85078844151;2020;True;False;False;True
algorithm;computer science;2-s2.0-85078844151;2020;True;False;False;True
human;other;2-s2.0-85078844151;2020;True;False;False;True
machine learning;computer science;2-s2.0-85078844151;2020;True;False;False;True
medical procedure;medicine;2-s2.0-85078844151;2020;True;False;False;True
artificial neural network;computer science;2-s2.0-85078844151;2020;True;False;False;True
human;other;2-s2.0-85099271808;2020;True;False;True;False
machine learning;computer science;2-s2.0-85099271808;2020;True;False;True;False
medical procedure;medicine;2-s2.0-85099271808;2020;True;False;True;False
adult;demography;2-s2.0-85078218039;2020;True;False;True;False
human;other;2-s2.0-85078218039;2020;True;False;True;False
machine learning;computer science;2-s2.0-85078218039;2020;True;False;True;False
male;other;2-s2.0-85078218039;2020;True;False;True;False
computer-aided diagnosis;computer science;2-s2.0-85086722836;2020;True;True;False;True
decision tree;computer science;2-s2.0-85086722836;2020;True;True;False;True
forecasting;other;2-s2.0-85086722836;2020;True;True;False;True
machine learning;computer science;2-s2.0-85086722836;2020;True;True;False;True
adult;demography;2-s2.0-85086722836;2020;True;True;False;True
female;other;2-s2.0-85086722836;2020;True;True;False;True
human;other;2-s2.0-85086722836;2020;True;True;False;True
machine learning;computer science;2-s2.0-85086722836;2020;True;True;False;True
male;other;2-s2.0-85086722836;2020;True;True;False;True
prediction;computer science;2-s2.0-85086722836;2020;True;True;False;True
adult;demography;2-s2.0-85092371496;2020;True;True;False;True
human;other;2-s2.0-85092371496;2020;True;True;False;True
machine learning;computer science;2-s2.0-85092371496;2020;True;True;False;True
machine learning;computer science;2-s2.0-85089021097;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85089021097;2020;True;True;False;True
machine learning;computer science;2-s2.0-85089021097;2020;True;True;False;True
computer-aided diagnosis;computer science;2-s2.0-85080913192;2020;True;True;False;True
medical diagnosis;medicine;2-s2.0-85080913192;2020;True;True;False;True
machine learning;computer science;2-s2.0-85080913192;2020;True;True;False;True
convolution;mathematics and statistics;2-s2.0-85083385144;2020;True;True;False;True
deep neural network;computer science;2-s2.0-85083385144;2020;True;True;False;True
convolutional neural network;computer science;2-s2.0-85083385144;2020;True;True;False;True
convolutional neural network;computer science;2-s2.0-85089700994;2020;True;True;False;False
decision tree;computer science;2-s2.0-85089700994;2020;True;True;False;False
disease;medicine;2-s2.0-85089700994;2020;True;True;False;False
machine learning;computer science;2-s2.0-85089700994;2020;True;True;False;False
classification;computer science;2-s2.0-85087495336;2020;True;False;True;True
computer-aided diagnosis;computer science;2-s2.0-85087495336;2020;True;False;True;True
machine learning;computer science;2-s2.0-85087495336;2020;True;False;True;True
decision tree;computer science;2-s2.0-85083979185;2020;True;True;True;True
support vector machine;computer science;2-s2.0-85083979185;2020;True;True;True;True
machine learning;computer science;2-s2.0-85083979185;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85089563637;2020;True;True;True;True
deep learning;computer science;2-s2.0-85089563637;2020;True;True;True;True
adult;demography;2-s2.0-85092536771;2020;True;False;True;True
human;other;2-s2.0-85092536771;2020;True;False;True;True
machine learning;computer science;2-s2.0-85092536771;2020;True;False;True;True
medical imaging;medicine;2-s2.0-85092536771;2020;True;False;True;True
forecasting;other;2-s2.0-85091235764;2020;True;True;False;True
medical imaging;medicine;2-s2.0-85091235764;2020;True;True;False;True
human;other;2-s2.0-85091235764;2020;True;True;False;True
machine learning;computer science;2-s2.0-85091235764;2020;True;True;False;True
medical imaging;medicine;2-s2.0-85091235764;2020;True;True;False;True
medical procedure;medicine;2-s2.0-85091235764;2020;True;True;False;True
artificial neural network;computer science;2-s2.0-85091235764;2020;True;True;False;True
adult;demography;2-s2.0-85106299573;2020;True;True;True;True
female;other;2-s2.0-85106299573;2020;True;True;True;True
human;other;2-s2.0-85106299573;2020;True;True;True;True
computer-aided diagnosis;computer science;2-s2.0-85089715387;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85089715387;2020;True;True;True;True
disease;medicine;2-s2.0-85089715387;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85089715387;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85089715387;2020;True;True;True;True
classification;computer science;2-s2.0-85089715387;2020;True;True;True;True
algorithm;computer science;2-s2.0-85089715387;2020;True;True;True;True
medical imaging;medicine;2-s2.0-85089715387;2020;True;True;True;True
female;other;2-s2.0-85089715387;2020;True;True;True;True
human;other;2-s2.0-85089715387;2020;True;True;True;True
algorithm;computer science;2-s2.0-85089715387;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85089715387;2020;True;True;True;True
convolutional neural network;computer science;2-s2.0-85088267988;2020;True;False;True;True
artificial intelligence;computer science;2-s2.0-85087672162;2020;True;False;True;False
human;other;2-s2.0-85087672162;2020;True;False;True;False
machine learning;computer science;2-s2.0-85087672162;2020;True;False;True;False
machine learning;computer science;2-s2.0-85087967317;2020;True;True;False;False
classification;computer science;2-s2.0-85078510517;2020;True;True;False;True
machine learning;computer science;2-s2.0-85078510517;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85078510517;2020;True;True;False;True
human;other;2-s2.0-85078510517;2020;True;True;False;True
algorithm;computer science;2-s2.0-85078510517;2020;True;True;False;True
medical procedure;medicine;2-s2.0-85078510517;2020;True;True;False;True
algorithm;computer science;2-s2.0-85078510517;2020;True;True;False;True
machine learning;computer science;2-s2.0-85078510517;2020;True;True;False;True
convolutional neural network;computer science;2-s2.0-85105698875;2020;True;True;True;True
deep learning;computer science;2-s2.0-85105698875;2020;True;True;True;True
deep neural network;computer science;2-s2.0-85105698875;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85105698875;2020;True;True;True;True
machine learning;computer science;2-s2.0-85105698875;2020;True;True;True;True
medical diagnosis;medicine;2-s2.0-85087750131;2020;True;True;True;False
forecasting;other;2-s2.0-85087750131;2020;True;True;True;False
disease;medicine;2-s2.0-85087750131;2020;True;True;True;False
adult;demography;2-s2.0-85098825235;2020;True;False;True;True
female;other;2-s2.0-85098825235;2020;True;False;True;True
human;other;2-s2.0-85098825235;2020;True;False;True;True
machine learning;computer science;2-s2.0-85098825235;2020;True;False;True;True
medical procedure;medicine;2-s2.0-85098825235;2020;True;False;True;True
machine learning;computer science;2-s2.0-85098825235;2020;True;False;True;True
adult;demography;2-s2.0-85097766998;2020;True;True;True;True
female;other;2-s2.0-85097766998;2020;True;True;True;True
human;other;2-s2.0-85097766998;2020;True;True;True;True
machine learning;computer science;2-s2.0-85097766998;2020;True;True;True;True
male;other;2-s2.0-85097766998;2020;True;True;True;True
deep learning;computer science;2-s2.0-85092608643;2020;True;False;True;False
human;other;2-s2.0-85092608643;2020;True;False;True;False
medical diagnosis;medicine;2-s2.0-85085262249;2020;True;True;False;True
disease;medicine;2-s2.0-85085262249;2020;True;True;False;True
machine learning;computer science;2-s2.0-85085262249;2020;True;True;False;True
support vector machine;computer science;2-s2.0-85085262249;2020;True;True;False;True
classification;computer science;2-s2.0-85085262249;2020;True;True;False;True
human;other;2-s2.0-85085262249;2020;True;True;False;True
human;other;2-s2.0-85089117172;2020;True;False;True;True
prediction;computer science;2-s2.0-85089117172;2020;True;False;True;True
machine learning;computer science;2-s2.0-85089117172;2020;True;False;True;True
machine learning;computer science;2-s2.0-85089117172;2020;True;False;True;True
convolutional neural network;computer science;2-s2.0-85090025667;2020;True;True;True;True
machine learning;computer science;2-s2.0-85090025667;2020;True;True;True;True
artificial intelligence;computer science;2-s2.0-85090025667;2020;True;True;True;True
human;other;2-s2.0-85090025667;2020;True;True;True;True
artificial neural network;computer science;2-s2.0-85090025667;2020;True;True;True;True
adult;demography;2-s2.0-85085937020;2020;True;False;False;True
female;other;2-s2.0-85085937020;2020;True;False;False;True
human;other;2-s2.0-85085937020;2020;True;False;False;True
machine learning;computer science;2-s2.0-85085937020;2020;True;False;False;True
male;other;2-s2.0-85085937020;2020;True;False;False;True
adult;demography;2-s2.0-85070323491;2020;True;True;True;True
human;other;2-s2.0-85070323491;2020;True;True;True;True
prediction;computer science;2-s2.0-85070323491;2020;True;True;True;True
classification;computer science;2-s2.0-85097204164;2020;True;True;True;True
deep neural network;computer science;2-s2.0-85097204164;2020;True;True;True;True
computer-aided diagnosis;computer science;2-s2.0-85097204164;2020;True;True;True;True
convolution;mathematics and statistics;2-s2.0-85092199892;2020;True;False;True;True
disease;medicine;2-s2.0-85092199892;2020;True;False;True;True
